Code,Description1,Description2,Type,Unknown1,Unknown2,Unknown3,Unknown4
L1600002004,"cover, prefabricated item that has been trimmed, bent, molded, assembled, or",,,,,,
L1600003004,otherwise customized to fit a specific patient by an inidividual with expertise,,,,,,
L1610001003,"Hip orthosis, abduction control of hip joints, flexible, (frejka cover only),",Ho frejka cov only pre cst  38      A,,,C,D1F,P      0198201012014
L1610002004,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,,,,,
L1610003004,customized to fit a specific patient by an individual with expertise,,,,,,
L1620001003,"Hip orthosis, abduction control of hip joints, flexible, (pavlik harness),",Ho flex pavlik harns pre cst38      A,,,C,D1F,P      0198201012014
L1620002004,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,,,,,
L1620003004,customized to fit a specific patient by an individual with expertise,,,,,,
L1630001003,"Hip orthosis, abduction control of hip joints, semi-flexible (von rosen type),",Abduct control hip semi-flex38      A,,,C,D1F,P      0198201012001
L1630002004,custom fabricated,,,,,,
L1640001003,"Hip orthosis, abduction control of hip joints, static, pelvic band or spreader",Pelv band/spread bar thigh c38      A,,,C,D1F,P      0198201012001
L1640002004,"bar, thigh cuffs, custom fabricated",,,,,,
L1650001003,"Hip orthosis, abduction control of hip joints, static, adjustable, (ilfled",Ho abduction hip adjustable 38      A,,,C,D1F,P      0198201012001
L1650002004,"type), prefabricated, includes fitting and adjustment",,,,,,
L1652001003,"Hip orthosis, bilateral thigh cuffs with adjustable abductor spreader bar,",Ho bi thighcuffs w sprdr bar38      A,,,C,D1F,P      0200301012024
L1652002004,"adult size, prefabricated, includes fitting and adjustment, prefabricated item",,,,,,
L1652003004,"that has been trimmed, bent, molded, assembled, or otherwise customized to fit",,,,,,
L1652004004,a specific patient by an individual with expertise,,,,,,
L1653001003,"Hip orthosis, bilateral thigh cuffs with adjustable abductor spreader bar,",Ho abduction static ots     38      A,,,C,D1F,P      0202410012024
L1653002004,"adult size, prefabricated, off the shelf",,,,,,
L1660001003,"Hip orthosis, abduction control of hip joints, static, plastic, prefabricated,",Ho abduction static plastic 38      A,,,C,D1F,P      0198201012001
L1660002004,includes fitting and adjustment,,,,,,
L1680001003,"Hip orthosis, abduction control of hip joints, dynamic, pelvic control,",Pelvic & hip control thigh c38      A,,,C,D1F,P      0198201012001
L1680002004,"adjustable hip motion control, thigh cuffs (rancho hip action type), custom",,,,,,
L1680003004,fabricated,,,,,,
L1681001003,"Hip orthosis, bilateral hip joints and thigh cuffs, adjustable flexion,",Ho bilateral hip abduction  38      A,,,C,D1F,P      0202310012023
L1681002004,"extension, abduction control of hip joint, postoperative hip abduction type,",,,,,,
L1681003004,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,,,,,
L1681004004,customized to fit a specific patient by an individual with expertise,,,,,,
L1685001003,"Hip orthosis, abduction control of hip joint, postoperative hip abduction type,",Post-op hip abduct custom fa38      A,,,C,D1F,P      0198801012001
L1685002004,custom fabricated,,,,,,
L1686001003,"Hip orthosis, abduction control of hip joint, postoperative hip abduction type,",Ho post-op hip abduction    38      A,,,C,D1F,P      0198901012001
L1686002004,"prefabricated, includes fitting and adjustment",,,,,,
L1690001003,"Combination, bilateral, lumbo-sacral, hip, femur orthosis providing adduction",Combination bilateral ho    38      A,,,C,D1F,P      0199901012001
L1690002004,"and internal rotation control, prefabricated, includes fitting and adjustment",,,,,,
L1700001003,"Legg perthes orthosis, (toronto type), custom fabricated",Leg perthes orth toronto typ38      A,,,C,D1F,P      0198201012001
L1710001003,"Legg perthes orthosis, (newington type), custom fabricated",Legg perthes orth newington 38      A,,,C,D1F,P      0198201012001
L1720001003,"Legg perthes orthosis, trilateral, (tachdijan type), custom fabricated",Legg perthes orthosis trilat38      A,,,C,D1F,P      0198501012001
L1730001003,"Legg perthes orthosis, (scottish rite type), custom fabricated",Legg perthes orth scottish r38      A,,,C,D1F,P      0198201012001
L1755001003,"Legg perthes orthosis, (patten bottom type), custom fabricated",Legg perthes patten bottom t38      A,,,C,D1F,P      0198801012001
L1810001003,"Knee orthosis, elastic with joints, prefabricated item that has been trimmed,",Ko elastic with joints      38      A,,,C,D1F,P      0198201012014
L1810002004,"bent, molded, assembled, or otherwise customized to fit a specific patient by",,,,,,
L1810003004,an individual with expertise,,,,,,
L1812001003,"Knee orthosis, elastic with joints, prefabricated, off-the-shelf",Ko elastic w/joints pre ots 38      A,,,C,D1F,P      0201401012014
L1820001003,"Knee orthosis, elastic with condylar pads and joints, with or without patellar",Ko elas w/ condyle pads & jo38      A,,,C,D1F,P      0198601012024
L1820002004,"control, prefabricated item that has been trimmed, bent, molded, assembled, or",,,,,,
L1820003004,otherwise customized to fit a specific patient by an individual with expertise,,,,,,
L1821001003,"Knee orthosis, elastic with condylar pads and joints, with or without patellar",Ko elas w/ condyle pads otf 38      A,,,C,D1F,P      0202410012024
L1821002004,"control, prefabricated, off the shelf",,,,,,
L1830001003,"Knee orthosis, immobilizer, canvas longitudinal, prefabricated, off-the-shelf",Ko immob canvas long pre ots38      A,,,C,D1F,P      0198601012014
L1831001003,"Knee orthosis, locking knee joint(s), positional orthosis, prefabricated,",Knee orth pos locking joint 38      A,,,C,D1F,P      0200401012004
L1831002004,includes fitting and adjustment,,,,,,
L1832001003,"Knee orthosis, adjustable knee joints (unicentric or polycentric), positional",Ko adj jnt pos r sup pre cst38      A,,,C,D1F,P      0198901012014
L1832002004,"orthosis, rigid support, prefabricated item that has been trimmed, bent,",,,,,,
L1832003004,"molded, assembled, or otherwise customized to fit a specific patient by an",,,,,,
L1832004004,individual with expertise,,,,,,
L1833001003,"Knee orthosis, adjustable knee joints (unicentric or polycentric), positional",Ko adj jnt pos r sup pre ots38      A,,,C,D1F,P      0201401012014
L1833002004,"orthosis, rigid support, prefabricated, off-the shelf",,,,,,
L1834001003,"Knee orthosis, without knee joint, rigid, custom fabricated",Ko w/0 joint rigid molded to38      A,,,C,D1F,P      0198901012001
L1836001003,"Knee orthosis, rigid, without joint(s), includes soft interface material,",Ko rigid w/o joints pre ots 38      A,,,C,D1F,P      0200301012014
L1836002004,"prefabricated, off-the-shelf",,,,,,
L1840001003,"Knee orthosis, derotation, medial-lateral, anterior cruciate ligament, custom",Ko derot ant cruciate custom38      A,,,C,D1F,P      0198601012001
L1840002004,fabricated,,,,,,
L1843001003,"Knee orthosis, single upright, thigh and calf, with adjustable flexion and",Ko single upright pre cst   38      A,,,C,D1F,P      0199801012014
L1843002004,"extension joint (unicentric or polycentric), medial-lateral and rotation",,,,,,
L1843003004,"control, with or without varus/valgus adjustment, prefabricated item that has",,,,,,
L1843004004,"been trimmed, bent, molded, assembled, or otherwise customized to fit a",,,,,,
L1843005004,specific patient by an individual with expertise,,,,,,
L1844001003,"Knee orthosis, single upright, thigh and calf, with adjustable flexion and",Ko w/adj jt rot cntrl molded38      A,,,C,D1F,P      0199301012006
L1844002004,"extension joint (unicentric or polycentric), medial-lateral and rotation",,,,,,
L1844003004,"control, with or without varus/valgus adjustment, custom fabricated",,,,,,
L1845001003,"Knee orthosis, double upright, thigh and calf, with adjustable flexion and",Ko double upright pre cst   38      A,,,C,D1F,P      0198801012014
L1845002004,"extension joint (unicentric or polycentric), medial-lateral and rotation",,,,,,
L1845003004,"control, with or without varus/valgus adjustment, prefabricated item that has",,,,,,
L1845004004,"been trimmed, bent, molded, assembled, or otherwise customized to fit a",,,,,,
L1845005004,specific patient by an individual with expertise,,,,,,
L1846001003,"Knee orthosis, double upright, thigh and calf, with adjustable flexion and",Ko w adj flex/ext rotat mold38      A,,,C,D1F,P      0198801012006
L1846002004,"extension joint (unicentric or polycentric), medial-lateral and rotation",,,,,,
L1846003004,"control, with or without varus/valgus adjustment, custom fabricated",,,,,,
L1847001003,"Knee orthosis, double upright with adjustable joint, with inflatable air",Ko dbl upright w/air pre cst38      A,,,C,D1F,P      0199901012014
L1847002004,"support chamber(s), prefabricated item that has been trimmed, bent, molded,",,,,,,
L1847003004,"assembled, or otherwise customized to fit a specific patient by an individual",,,,,,
L1847004004,with expertise,,,,,,
L1848001003,"Knee orthosis, double upright with adjustable joint, with inflatable air",Ko dbl upright w/air pre ots38      A,,,C,D1F,P      0201401012014
L1848002004,"support chamber(s), prefabricated, off-the-shelf",,,,,,
L1850001003,"Knee orthosis, swedish type, prefabricated, off-the-shelf",Ko swedish type pre ots     38      A,,,C,D1F,P      0198201012014
L1851001003,"Knee orthosis (ko), single upright, thigh and calf, with adjustable flexion and",Ko single upright prefab ots38      A,,,C,D1F,P      0201701012017
L1851002004,"extension joint (unicentric or polycentric), medial-lateral and rotation",,,,,,
L1851003004,"control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",,,,,,
L1852001003,"Knee orthosis (ko), double upright, thigh and calf, with adjustable flexion and",Ko double upright prefab ots38      A,,,C,D1F,P      0201701012017
L1852002004,"extension joint (unicentric or polycentric), medial-lateral and rotation",,,,,,
L1852003004,"control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",,,,,,
L1860001003,"Knee orthosis, modification of supracondylar prosthetic socket, custom",Ko supracondylar socket mold38      A,,,C,D1F,P      0198201012001
L1860002004,fabricated (sk),,,,,,
L1900001003,"Ankle foot orthosis, spring wire, dorsiflexion assist calf band, custom",Afo sprng wir drsflx calf bd38      A,,,C,D1F,P      0198601012001
L1900002004,fabricated,,,,,,
L1902001003,"Ankle orthosis, ankle gauntlet or similar, with or without joints,",Afo ankle gauntlet pre ots  38      A,,,C,D1F,P      0198801012016
L1902002004,"prefabricated, off-the-shelf",,,,,,
L1904001003,"Ankle orthosis, ankle gauntlet or similar, with or without joints, custom",Afo molded ankle gauntlet   38      A,,,C,D1F,P      0198801012016
L1904002004,fabricated,,,,,,
L1906001003,"Ankle foot orthosis, multiligamentous ankle support, prefabricated,",Afo multilig ank sup pre ots38      A,,,C,D1F,P      0198801012017
L1906002004,off-the-shelf,,,,,,
L1907001003,"Ankle orthosis, supramalleolar with straps, with or without interface/pads,",Afo supramalleolar custom   38      A,,,C,D1F,P      0200401012014
L1907002004,custom fabricated,,,,,,
L1910001003,"Ankle foot orthosis, posterior, single bar, clasp attachment to shoe counter,",Afo sing bar clasp attach sh38      A,,,C,D1F,P      0198201012001
L1910002004,"prefabricated, includes fitting and adjustment",,,,,,
L1920001003,"Ankle foot orthosis, single upright with static or adjustable stop (phelps or",Afo sing upright w/ adjust s38      A,,,C,D1F,P      0198201012001
L1920002004,"perlstein type), custom fabricated",,,,,,
L1930001003,"Ankle foot orthosis, plastic or other material, prefabricated, includes fitting",Afo plastic                 38      A,,,C,D1F,P      0198201012002
L1930002004,and adjustment,,,,,,
L1932001003,"Ankle foot orthosis, rigid anterior tibial section, total carbon fiber or equal",Afo rig ant tib tcf/= custom38      A,,,C,D1F,P      0200501012025
L1932002004,"material, prefabricated item that has been trimmed, bent, molded, assembled, or",,,,,,
L1932003004,otherwise customized to fit a specific patient by an individual with expertise,,,,,,
L1933001003,"Ankle foot orthosis, rigid anterior tibial section, total carbon fiber or equal",Afo rig ant tib tcf/= ots   38      A,,,C,D1F,P      0202504012025
L1933002004,"material, prefabricated, off-the-shelf",,,,,,
L1940001003,"Ankle foot orthosis, plastic or other material, custom fabricated",Afo molded to patient plasti38      A,,,C,D1F,P      0198201012002
L1945001003,"Ankle foot orthosis, plastic, rigid anterior tibial section (floor reaction),",Afo molded plas rig ant tib 38      A,,,C,D1F,P      0198901012001
L1945002004,custom fabricated,,,,,,
L1950001003,"Ankle foot orthosis, spiral, (institute of rehabilitative medicine type),",Afo spiral molded to pt plas38      A,,,C,D1F,P      0198201012004
L1950002004,"plastic, custom fabricated",,,,,,
L1951001003,"Ankle foot orthosis, spiral, (institute of rehabilitative medicine type),",Afo spiral prefab custom    38      A,,,C,D1F,P      0200401012025
L1951002004,"plastic or other material, prefabricated item that has been trimmed, bent,",,,,,,
L1951003004,"molded, assembled, or otherwise customized to fit a specific patient by an",,,,,,
L1951004004,individual with expertise,,,,,,
L1952001003,"Ankle foot orthosis, spiral, (institute of rehabilitative medicine type),",Afo spiral prefab ots       38      A,,,C,D1F,P      0202504012025
